"incident_report_number","crime_type","ucr_code","family_violence","occ_date_time","occ_date","occ_time","rep_date_time","rep_date","rep_time","location_type","address","zip_code","council_district","sector","district","pra","census_tract","clearance_status","clearance_date","ucr_category","category_description","x_coordinate","y_coordinate","latitude","longitude","location"
"2021481130","ASSAULT BY THREAT FAM/DATING","901","Y","2021-02-15T16:22:00.000","2021-02-15T00:00:00.000","1622","2021-02-17T16:22:00.000","2021-02-17T00:00:00.000","1622","RESIDENCE / HOME","10500 S IH 35 SVRD NB","78747","5","FR","7","547",,"N","2021-02-19T00:00:00.000",,,"3099533","3099533","30.14802235","-97.79279615","
,  
(30.14802235, -97.79279615)"
"2021461225","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-15T16:00:00.000","2021-02-15T00:00:00.000","1600","2021-02-15T20:38:00.000","2021-02-15T00:00:00.000","2038","RESIDENCE / HOME","8701 SCHICK RD","78729","6","AD","4","165",,"C","2021-02-16T00:00:00.000",,,"3102244","3102244","30.44698919","-97.77630843","
,  
(30.44698919, -97.77630843)"
"20218001048","IDENTITY THEFT","4022","N","2021-02-15T15:50:00.000","2021-02-15T00:00:00.000","1550","2021-02-15T15:59:00.000","2021-02-15T00:00:00.000","1559","RESIDENCE / HOME","222 WEST AVE","78701","9","GE","1","403",,,,,,"3111412","3111412","30.26739516","-97.75201644","
,  
(30.26739516, -97.75201644)"
"2021461206","RUNAWAY CHILD","4100","N","2021-02-15T15:50:00.000","2021-02-15T00:00:00.000","1550","2021-02-15T15:50:00.000","2021-02-15T00:00:00.000","1550","DRUG STORE / DR. OFFICE / HOSPITAL","1106 W DITTMAR RD","78745","5","FR","3","526",,,,,,"3095253","3095253","30.18616413","-97.80534291","
,  
(30.18616413, -97.80534291)"
"2021461164","BURGLARY NON RESIDENCE","502","N","2021-02-15T15:23:00.000","2021-02-15T00:00:00.000","1523","2021-02-15T15:23:00.000","2021-02-15T00:00:00.000","1523","SPECIALTY  STORE (TV  FUR ETC.)","4211 TODD LN","78744","2","FR","6","496",,,,"220","Burglary","3116112","3116112","30.2088906","-97.73869684","
,  
(30.2088906, -97.73869684)"
"2021461085","AGG ASLT STRANGLE/SUFFOCATE","410","Y","2021-02-15T14:38:00.000","2021-02-15T00:00:00.000","1438","2021-02-15T14:38:00.000","2021-02-15T00:00:00.000","1438","RESIDENCE / HOME","744 W WILLIAM CANNON DR","78745","2","FR","4","512",,"C","2021-02-16T00:00:00.000","13A","Aggravated Assault","3100231","3100231","30.19835668","-97.78926252","
,  
(30.19835668, -97.78926252)"
"2021461020","DATING DISTURBANCE","2400","N","2021-02-15T14:02:00.000","2021-02-15T00:00:00.000","1402","2021-02-15T14:02:00.000","2021-02-15T00:00:00.000","1402","RESIDENCE / HOME","1215 SOUTHPORT DR","78704","3","DA","2","468",,"N","2021-02-20T00:00:00.000",,,"3103997","3103997","30.23174055","-97.77645505","
,  
(30.23174055, -97.77645505)"
"2021460996","CRIMINAL MISCHIEF","1400","N","2021-02-15T13:48:00.000","2021-02-15T00:00:00.000","1348","2021-02-15T13:48:00.000","2021-02-15T00:00:00.000","1348","HOTEL / MOTEL / ETC.","1901 AIRPORT COMMERCE DR","78741","3","HE","5","444",,,,,,"3130656","3130656","30.21987398","-97.69234153","
,  
(30.21987398, -97.69234153)"
"2021460981","VIOL OF EMERG PROTECTIVE ORDER","3008","N","2021-02-15T13:39:00.000","2021-02-15T00:00:00.000","1339","2021-02-15T16:29:00.000","2021-02-15T00:00:00.000","1629","RESIDENCE / HOME","10440 DOC HOLLIDAY TRL","78753","4","ED","1","240",,,,,,"3130804","3130804","30.37068647","-97.68774206","
,  
(30.37068647, -97.68774206)"
"2021490219","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-15T13:30:00.000","2021-02-15T00:00:00.000","1330","2021-02-18T08:13:00.000","2021-02-18T00:00:00.000","813","RESIDENCE / HOME","7216 NORTHEAST DR","78723","1","ID","3","294",,,,,,"3133745","3133745","30.32201015","-97.67975277","
,  
(30.32201015, -97.67975277)"
"20218001060","THEFT","600","N","2021-02-15T13:25:00.000","2021-02-15T00:00:00.000","1325","2021-02-17T00:47:00.000","2021-02-17T00:00:00.000","47","RESIDENCE / HOME","1071 CLAYTON LN","78723","4","ID","5","292",,,,"23H","Theft","3126309","3126309","30.3185291","-97.7034222","
,  
(30.3185291, -97.7034222)"
"2021510569","AUTO THEFT","700","N","2021-02-15T13:00:00.000","2021-02-15T00:00:00.000","1300","2021-02-20T11:19:00.000","2021-02-20T00:00:00.000","1119","PARKING LOTS / GARAGE","1100 S LAMAR BLVD","78704","5","DA","1","451",,,,"240","Auto Theft","3108188","3108188","30.25571164","-97.76254277","
,  
(30.25571164, -97.76254277)"
"2021460887","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-15T12:23:00.000","2021-02-15T00:00:00.000","1223","2021-02-15T12:23:00.000","2021-02-15T00:00:00.000","1223","RESIDENCE / HOME","4501 E RIVERSIDE DR","78741","3","HE","4","458",,,,,,"3121153","3121153","30.23258831","-97.72209348","
,  
(30.23258831, -97.72209348)"
"2021460852","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-15T11:56:00.000","2021-02-15T00:00:00.000","1156","2021-02-15T11:56:00.000","2021-02-15T00:00:00.000","1156","RESIDENCE / HOME","810 E SLAUGHTER LN","78744","2","FR","7","796",,,,,,"3104781","3104781","30.15957223","-97.77588295","
,  
(30.15957223, -97.77588295)"
"2021460850","FAMILY DISTURBANCE","3400","N","2021-02-15T11:54:00.000","2021-02-15T00:00:00.000","1154","2021-02-15T11:54:00.000","2021-02-15T00:00:00.000","1154","RESIDENCE / HOME","10320 BOULDER LN","78726","6","AD","8","178",,"N","2021-02-18T00:00:00.000",,,"3082763","3082763","30.42818784","-97.83863491","
,  
(30.42818784, -97.83863491)"
"20215006429","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-15T11:36:00.000","2021-02-15T00:00:00.000","1136","2021-02-15T11:36:00.000","2021-02-15T00:00:00.000","1136","HOTEL / MOTEL / ETC.","300 E 11TH ST","78701","1","GE","1","379",,"N","2021-02-17T00:00:00.000",,,"3115667","3115667","30.27216987","-97.73840614","
,  
(30.27216987, -97.73840614)"
"2021460798","MAIL THEFT","8503","N","2021-02-15T11:00:00.000","2021-02-15T00:00:00.000","1100","2021-02-15T11:10:00.000","2021-02-15T00:00:00.000","1110","OTHER / UNKNOWN","12443 TECH RIDGE BLVD","78753","7","ED","6","206",,,,"23H","Theft","3138140","3138140","30.39665654","-97.66375383","
,  
(30.39665654, -97.66375383)"
"2021460696","FAMILY DISTURBANCE","3400","N","2021-02-15T10:45:00.000","2021-02-15T00:00:00.000","1045","2021-02-15T10:45:00.000","2021-02-15T00:00:00.000","1045","HOTEL / MOTEL / ETC.","12621 HYMEADOW DR","78729","6","AD","5","163",,,,,,"3097641","3097641","30.45798345","-97.79062999","
,  
(30.45798345, -97.79062999)"
"2021470536","BURGLARY NON RESIDENCE","502","N","2021-02-15T10:00:00.000","2021-02-15T00:00:00.000","1000","2021-02-16T09:51:00.000","2021-02-16T00:00:00.000","951","CONVENIENCE STORE","1149 AIRPORT BLVD","78721","3","CH","4","425",,,,"220","Burglary","3128627","3128627","30.27303639","-97.69731647","
,  
(30.27303639, -97.69731647)"
"2021470604","INJURY TO CHILD","2011","Y","2021-02-15T10:00:00.000","2021-02-15T00:00:00.000","1000","2021-02-16T10:28:00.000","2021-02-16T00:00:00.000","1028","RESIDENCE / HOME","7013 TONKA LN","78744","2","HE","6","498",,,,,,"3129666","3129666","30.20395426","-97.69591153","
,  
(30.20395426, -97.69591153)"
"20218001076","ASSAULT BY CONTACT","902","Y","2021-02-15T09:45:00.000","2021-02-15T00:00:00.000","945","2021-02-17T17:20:00.000","2021-02-17T00:00:00.000","1720","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"20218001050","ASSAULT BY THREAT","901","N","2021-02-15T09:10:00.000","2021-02-15T00:00:00.000","910","2021-02-15T19:22:00.000","2021-02-15T00:00:00.000","1922","RESIDENCE / HOME","2913 STOCK DR","78741","3","HE","2","482",,,,,,"3115927","3115927","30.22494464","-97.73885148","
,  
(30.22494464, -97.73885148)"
"2021460530","BURGLARY OF VEHICLE","601","N","2021-02-15T07:59:00.000","2021-02-15T00:00:00.000","759","2021-02-15T07:59:00.000","2021-02-15T00:00:00.000","759","HOTEL / MOTEL / ETC.","7522 N IH 35 SVRD SB","78752","4","ID","8","264",,,,"23F","Theft","3125968","3125968","30.33847755","-97.70395965","
,  
(30.33847755, -97.70395965)"
"2021460496","POSS CONTROLLED SUB/NARCOTIC","1800","N","2021-02-15T07:30:00.000","2021-02-15T00:00:00.000","730","2021-02-15T07:30:00.000","2021-02-15T00:00:00.000","730","CONVENIENCE STORE","701 W BRAKER LN","78753","4","ED","1","240",,,,,,"3131348","3131348","30.38107719","-97.68573127","
,  
(30.38107719, -97.68573127)"
"2021460415","ASSAULT BY THREAT","901","N","2021-02-15T06:00:00.000","2021-02-15T00:00:00.000","600","2021-02-15T06:00:00.000","2021-02-15T00:00:00.000","600","PARKING LOTS / GARAGE","1016 W STASSNEY LN","78745","2","DA","3","511",,"N","2021-02-16T00:00:00.000",,,"3101219","3101219","30.21065887","-97.78580992","
,  
(30.21065887, -97.78580992)"
"2021460056","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-15T04:01:00.000","2021-02-15T00:00:00.000","401","2021-02-15T04:03:00.000","2021-02-15T00:00:00.000","403","RESIDENCE / HOME","4100 ADELPHI LN","78727","7","AD","3","192",,"C","2021-02-15T00:00:00.000",,,"3120806","3120806","30.42359739","-97.71802004","
,  
(30.42359739, -97.71802004)"
"2021460235","POSS CONTROLLED SUB/NARCOTIC","1800","N","2021-02-15T03:20:00.000","2021-02-15T00:00:00.000","320","2021-02-15T03:20:00.000","2021-02-15T00:00:00.000","320","STREETS / HWY / ROAD / ALLEY","800 RIO GRANDE ST","78701","9","GE","1","373",,"C","2021-02-15T00:00:00.000",,,"3112314","3112314","30.27209859","-97.74903255","
,  
(30.27209859, -97.74903255)"
"2021460154","BURGLARY NON RESIDENCE","502","N","2021-02-15T02:17:00.000","2021-02-15T00:00:00.000","217","2021-02-15T02:17:00.000","2021-02-15T00:00:00.000","217","SPECIALTY  STORE (TV  FUR ETC.)","4801 FREIDRICH LN","78744","2","FR","5","493",,,,"220","Burglary","3111791","3111791","30.20506844","-97.75248175","
,  
(30.20506844, -97.75248175)"
"2021460083","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-15T01:19:00.000","2021-02-15T00:00:00.000","119","2021-02-15T01:19:00.000","2021-02-15T00:00:00.000","119","RESIDENCE / HOME","2239 CROMWELL CIR","78741","3","HE","4","458",,"N","2021-02-17T00:00:00.000",,,"3122358","3122358","30.22840374","-97.7183901","
,  
(30.22840374, -97.7183901)"
"2021460073","RUNAWAY CHILD","4100","N","2021-02-15T01:00:00.000","2021-02-15T00:00:00.000","100","2021-02-15T05:22:00.000","2021-02-15T00:00:00.000","522","RESIDENCE / HOME","1803 E ANDERSON LN SVRD EB","78752","1","ID","2","266",,,,,,"3133336","3133336","30.32959622","-97.68084089","
,  
(30.32959622, -97.68084089)"
"2021460035","AGG ROBBERY/DEADLY WEAPON","300","N","2021-02-15T00:35:00.000","2021-02-15T00:00:00.000","35","2021-02-15T00:35:00.000","2021-02-15T00:00:00.000","35","PARKING LOTS / GARAGE","2800 LONGHORN BLVD","78758","7","AD","1","217",,"N","2021-02-19T00:00:00.000","120","Robbery","3118409","3118409","30.38142252","-97.7267678","
,  
(30.38142252, -97.7267678)"
"2021460026","AGG ROBBERY/DEADLY WEAPON","300","N","2021-02-15T00:28:00.000","2021-02-15T00:00:00.000","28","2021-02-15T00:28:00.000","2021-02-15T00:00:00.000","28","PARKING LOTS / GARAGE","2604 E 7TH ST","78702","3","CH","2","422",,,,"120","Robbery","3124026","3124026","30.26091886","-97.71222471","
,  
(30.26091886, -97.71222471)"
"2021460011","BURGLARY NON RESIDENCE","502","N","2021-02-15T00:13:00.000","2021-02-15T00:00:00.000","13","2021-02-15T00:13:00.000","2021-02-15T00:00:00.000","13","GAS / SERVICE STATIONS","8237 RESEARCH BLVD SVRD NB","78758","4","ED","2","249",,,,"220","Burglary","3122410","3122410","30.35552568","-97.71477882","
,  
(30.35552568, -97.71477882)"
"2021481404","BURGLARY NON RESIDENCE","502","N","2021-02-15T00:00:00.000","2021-02-15T00:00:00.000","0","2021-02-17T21:01:00.000","2021-02-17T00:00:00.000","2101","RESTAURANTS","1100 S LAMAR BLVD","78704","5","DA","1","451",,"N","2021-02-20T00:00:00.000","220","Burglary","3108188","3108188","30.25571164","-97.76254277","
,  
(30.25571164, -97.76254277)"
"2021451676","FAMILY DISTURBANCE","3400","N","2021-02-14T23:46:00.000","2021-02-14T00:00:00.000","2346","2021-02-14T23:46:00.000","2021-02-14T00:00:00.000","2346","SPECIALTY  STORE (TV  FUR ETC.)","2103 W SLAUGHTER LN","78748","5","FR","1","100",,,,,,"3088852","3088852","30.17345309","-97.82593698","
,  
(30.17345309, -97.82593698)"
"2021451649","AGG ASLT STRANGLE/SUFFOCATE","410","Y","2021-02-14T23:09:00.000","2021-02-14T00:00:00.000","2309","2021-02-15T00:24:00.000","2021-02-15T00:00:00.000","24","HOTEL / MOTEL / ETC.","11901 PAVILION BLVD","78759","10","AD","7","190",,,,"13A","Aggravated Assault","3109342","3109342","30.42460539","-97.75437566","
,  
(30.42460539, -97.75437566)"
"2021450719","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-14T23:05:00.000","2021-02-14T00:00:00.000","2305","2021-02-14T23:05:00.000","2021-02-14T00:00:00.000","2305","RESIDENCE / HOME","306 W RUNDBERG LN","78753","4","ED","1","240",,,,,,"3128722","3128722","30.36239452","-97.6945729","
,  
(30.36239452, -97.6945729)"
"2021451632","CRIMINAL MISCHIEF","1400","N","2021-02-14T22:50:00.000","2021-02-14T00:00:00.000","2250","2021-02-14T22:50:00.000","2021-02-14T00:00:00.000","2250","STREETS / HWY / ROAD / ALLEY","306 E 6TH ST","78701","9","GE","2","381",,"C","2021-02-15T00:00:00.000",,,"3115225","3115225","30.2675829","-97.73992991","
,  
(30.2675829, -97.73992991)"
"2021451600","FAMILY DISTURBANCE","3400","N","2021-02-14T22:34:00.000","2021-02-14T00:00:00.000","2234","2021-02-15T00:44:00.000","2021-02-15T00:00:00.000","44","RESIDENCE / HOME","2215 MISSION HILL DR","78741","3","HE","2","482",,,,,,"3116131","3116131","30.2167043","-97.73842678","
,  
(30.2167043, -97.73842678)"
"2021451611","CRIMINAL MISCHIEF","1400","N","2021-02-14T22:31:00.000","2021-02-14T00:00:00.000","2231","2021-02-14T22:31:00.000","2021-02-14T00:00:00.000","2231","HOTEL / MOTEL / ETC.","2607 S IH 35 SVRD NB","78741","3","HE","2","482",,,,,,"3114654","3114654","30.22979544","-97.7427531","
,  
(30.22979544, -97.7427531)"
"2021451550","FAMILY DISTURBANCE","3400","N","2021-02-14T22:23:00.000","2021-02-14T00:00:00.000","2223","2021-02-14T22:23:00.000","2021-02-14T00:00:00.000","2223","RESIDENCE / HOME","1034 CLAYTON LN","78723","1","ID","5","292",,,,,,"3126341","3126341","30.31954409","-97.70329309","
,  
(30.31954409, -97.70329309)"
"2021451626","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-14T22:06:00.000","2021-02-14T00:00:00.000","2206","2021-02-14T22:06:00.000","2021-02-14T00:00:00.000","2206","RESIDENCE / HOME","1050 SPRINGDALE RD","78721","1","CH","4","425",,"C","2021-02-14T00:00:00.000",,,"3130114","3130114","30.27085307","-97.69266431","
,  
(30.27085307, -97.69266431)"
"20215006430","DAMAGE CITY VEHICLE","3832","N","2021-02-14T22:00:00.000","2021-02-14T00:00:00.000","2200","2021-02-15T20:40:00.000","2021-02-15T00:00:00.000","2040","GOVERNMENT / PUBLIC BUILDING","812 SPRINGDALE RD","78702","3","CH","2","422",,,,,,"3127908","3127908","30.25893229","-97.69997951","
,  
(30.25893229, -97.69997951)"
"2021451428","SEXTING/TRANSMIT SEXUAL PHOTOS","2613","N","2021-02-14T21:48:00.000","2021-02-14T00:00:00.000","2148","2021-02-14T21:48:00.000","2021-02-14T00:00:00.000","2148","RESIDENCE / HOME","3600 GREYSTONE DR","78731","10","BA","8","256",,,,,,"3110628","3110628","30.35928176","-97.75204375","
,  
(30.35928176, -97.75204375)"
"2021451566","FAMILY DISTURBANCE","3400","N","2021-02-14T21:37:00.000","2021-02-14T00:00:00.000","2137","2021-02-14T21:37:00.000","2021-02-14T00:00:00.000","2137","RESIDENCE / HOME","1319 MC KIE DR","78752","4","ID","1","265",,,,,,"3130048","3130048","30.32925333","-97.69127515","
,  
(30.32925333, -97.69127515)"
"2021451545","DATING DISTURBANCE","2400","N","2021-02-14T21:20:00.000","2021-02-14T00:00:00.000","2120","2021-02-14T21:51:00.000","2021-02-14T00:00:00.000","2151","RESIDENCE / HOME","1050 SPRINGDALE RD","78721","1","CH","4","425",,,,,,"3130114","3130114","30.27085307","-97.69266431","
,  
(30.27085307, -97.69266431)"
"20215006462","ASSAULT BY CONTACT","902","N","2021-02-14T21:17:00.000","2021-02-14T00:00:00.000","2117","2021-02-16T21:17:00.000","2021-02-16T00:00:00.000","2117","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"2021451504","FAMILY DISTURBANCE/PARENTAL","3458","N","2021-02-14T20:39:00.000","2021-02-14T00:00:00.000","2039","2021-02-14T20:39:00.000","2021-02-14T00:00:00.000","2039","RESIDENCE / HOME","4300 KILGORE LN","78727","7","AD","3","192",,"N","2021-02-19T00:00:00.000",,,"3118836","3118836","30.4198377","-97.72437389","
,  
(30.4198377, -97.72437389)"
"2021451489","ASSAULT WITH INJURY","900","N","2021-02-14T20:28:00.000","2021-02-14T00:00:00.000","2028","2021-02-14T20:28:00.000","2021-02-14T00:00:00.000","2028","OTHER / UNKNOWN","1338 LAMAR SQUARE DR","78704","5","DA","1","451",,"N","2021-02-17T00:00:00.000",,,"3107659","3107659","30.25371659","-97.76427178","
,  
(30.25371659, -97.76427178)"
"2021451485","AUTO THEFT","700","N","2021-02-14T20:26:00.000","2021-02-14T00:00:00.000","2026","2021-02-14T20:26:00.000","2021-02-14T00:00:00.000","2026","STREETS / HWY / ROAD / ALLEY","500 W WILLIAM CANNON DR","78745","2","FR","4","513",,"N","2021-02-14T00:00:00.000","240","Auto Theft","3101557","3101557","30.1965442","-97.78511194","
,  
(30.1965442, -97.78511194)"
"2021451434","FAMILY DISTURBANCE","3400","N","2021-02-14T19:44:00.000","2021-02-14T00:00:00.000","1944","2021-02-14T20:04:00.000","2021-02-14T00:00:00.000","2004","RESIDENCE / HOME","8718 DAVIS OAKS TRL","78748","5","FR","3","536",,,,,,"3092768","3092768","30.18313321","-97.81328895","
,  
(30.18313321, -97.81328895)"
"2021451424","FAMILY DISTURBANCE","3400","N","2021-02-14T19:36:00.000","2021-02-14T00:00:00.000","1936","2021-02-14T19:36:00.000","2021-02-14T00:00:00.000","1936","STREETS / HWY / ROAD / ALLEY","E 5TH ST / BRAZOS ST","78701","9","GE","2","381",,,,,,"3114628","3114628","30.26675527","-97.74184373","
,  
(30.26675527, -97.74184373)"
"20218001012","THEFT OF BICYCLE","609","N","2021-02-14T19:30:00.000","2021-02-14T00:00:00.000","1930","2021-02-16T15:17:00.000","2021-02-16T00:00:00.000","1517","PARKING LOTS / GARAGE","2709 E 5TH ST","78702","3","CH","1","419",,,,"23H","Theft","3124112","3124112","30.2566746","-97.71206747","
,  
(30.2566746, -97.71206747)"
"2021451398","FAMILY DISTURBANCE","3400","N","2021-02-14T19:16:00.000","2021-02-14T00:00:00.000","1916","2021-02-14T19:53:00.000","2021-02-14T00:00:00.000","1953","RESIDENCE / HOME","13359 POND SPRINGS RD","78729","6","AD","4","162",,,,,,"3100235","3100235","30.44908145","-97.78263038","
,  
(30.44908145, -97.78263038)"
"20215006466","BURGLARY NON RESIDENCE","502","N","2021-02-14T19:00:00.000","2021-02-14T00:00:00.000","1900","2021-02-17T14:37:00.000","2021-02-17T00:00:00.000","1437","CONVENIENCE STORE","5511 CAMERON RD","78723","4","ID","5","48",,"N","2021-02-19T00:00:00.000","220","Burglary","3125855","3125855","30.31276682","-97.70501844","
,  
(30.31276682, -97.70501844)"
"2021451362","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-14T18:54:00.000","2021-02-14T00:00:00.000","1854","2021-02-14T20:03:00.000","2021-02-14T00:00:00.000","2003","RESIDENCE / HOME","4305 ACROPOLIS CT","78759","6","AD","3","191",,"C","2021-02-14T00:00:00.000",,,"3117042","3117042","30.41235267","-97.73026933","
,  
(30.41235267, -97.73026933)"
"2021451328","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-14T18:31:00.000","2021-02-14T00:00:00.000","1831","2021-02-14T18:31:00.000","2021-02-14T00:00:00.000","1831","STREETS / HWY / ROAD / ALLEY","610 W 30TH ST","78705","9","BA","3","345",,"C","2021-02-16T00:00:00.000",,,"3114113","3114113","30.29713002","-97.74266041","
,  
(30.29713002, -97.74266041)"
"2021451298","CRIMINAL MISCHIEF","1400","N","2021-02-14T18:13:00.000","2021-02-14T00:00:00.000","1813","2021-02-14T18:13:00.000","2021-02-14T00:00:00.000","1813","BANKS / SAVINGS & LOAN","1145 AIRPORT BLVD","78721","3","CH","4","425",,"C","2021-02-14T00:00:00.000",,,"3128656","3128656","30.27278711","-97.69723138","
,  
(30.27278711, -97.69723138)"
"20215006482","DEBIT CARD ABUSE","1108","N","2021-02-14T18:00:00.000","2021-02-14T00:00:00.000","1800","2021-02-18T15:42:00.000","2021-02-18T00:00:00.000","1542","STREETS / HWY / ROAD / ALLEY","1520 RUTHERFORD LN","78754","1","ED","3","253",,,,,,"3133220","3133220","30.33786127","-97.68098146","
,  
(30.33786127, -97.68098146)"
